Umur,Domisili,Province,Jenis Kelamin,Total Twitter Sekunder,Twitter1,Twitter2,Twitter3,Twitter4,Twitter5,Twitter6,Private Second Account,Roleplay Acc,Fake/Spam,Alter Acc,BodySatisfaction,FamCloseness,ParentsinMarriage,LivingApart,Loneliness,SExp1,SExp2,SExp3,SExp4,SExp5,SExp6,SExp,InfSeek1,InfSeek2,InfSeek3,InfSeek4,InfSeek,Soc1,Soc2,Soc3,Soc4,Soc,Div1,Div2,Div,UG_TOT,DA1,DA2,DA3,DA4,DA_OD,IN1,IN2,IN3,IN4,IN5,IN_OD,AS1,AS2,AS3,AS_OD,SI1,SI2,SI3,SI_OD,DI1,DI2,DI3,DI4,DI_OD,MA1,MA2,MA3,MA4,MA_OD,OD_TOT,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS_TOT
0,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Alter Account,Fake/Spam/Fan Account,,,,1,0,1,1,2,3,0,1,4,4,2,5,6,6,1,24,6,6,6,5,23,7,3,7,6,23,7,6,13,83,6,5,5,5,21,4,4,6,5,6,25,6,6,6,18,4,3,5,12,5,7,5,7,24,4,5,6,6,21,121,3,4,4,4,2,5,22
0,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Alter Account,Fake/Spam/Fan Account,,,,1,0,1,1,3,3,1,0,2,3,5,6,7,5,2,28,5,6,4,6,21,7,6,4,5,22,7,7,14,85,7,6,6,5,24,7,6,6,6,2,27,6,6,6,18,6,6,6,18,3,3,2,2,10,6,5,7,4,22,119,5,3,4,4,5,4,25
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Alter Account,Fake/Spam/Fan Account,,,,1,0,1,1,3,2,1,0,4,5,6,3,7,4,6,31,6,6,7,5,24,7,5,7,7,26,7,7,14,95,6,7,7,5,25,7,6,7,7,7,34,7,7,7,21,2,4,6,12,2,5,2,4,13,3,4,3,3,13,118,5,3,4,3,3,4,22
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Role Play Account,Fake/Spam/Fan Account,,,,1,1,1,0,3,4,1,0,2,2,3,5,7,7,3,27,7,7,4,4,22,7,7,7,7,28,7,4,11,88,5,7,7,4,23,2,2,2,4,6,16,7,7,7,21,6,5,6,17,4,5,4,4,17,4,4,4,4,16,110,4,2,4,2,1,1,14
1,DKI Jakarta,DKI Jakarta,1,3,Private Second Account,Alter Account,Fake/Spam/Fan Account,,,,1,0,1,1,2,4,1,1,4,3,3,7,7,6,1,27,7,7,6,3,23,7,5,7,5,24,7,7,14,88,7,4,7,5,23,5,5,5,5,5,25,5,5,5,15,7,5,6,18,1,1,1,4,7,5,3,2,2,12,100,5,5,3,5,5,3,26
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Private Second Account,gaming account,,,,2,0,0,0,2,3,1,0,3,5,3,5,7,7,4,31,6,4,6,2,18,7,2,6,6,21,7,7,14,84,7,4,6,7,24,5,7,5,5,4,26,7,7,7,21,7,7,7,21,2,2,1,6,11,7,7,7,7,28,131,5,3,5,1,5,5,24
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,Main acc,,,,1,0,1,0,2,3,1,1,4,5,7,5,7,6,6,36,6,7,5,4,22,7,5,6,6,24,7,6,13,95,7,4,4,4,19,4,2,3,5,3,17,2,3,3,8,5,4,3,12,2,3,2,5,12,2,2,4,3,11,79,5,2,5,2,3,4,21
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,personal private account,,,,1,0,1,0,3,2,1,1,3,2,4,5,6,5,4,26,6,6,4,3,19,7,5,4,6,22,7,7,14,81,5,4,5,3,17,4,5,5,4,5,23,6,6,6,18,4,6,5,15,3,5,3,3,14,5,4,4,3,16,103,4,3,5,4,4,4,24
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,Private Second Account,,,,2,0,1,0,3,1,0,0,3,5,2,7,7,7,1,29,7,7,7,4,25,7,5,3,3,18,7,7,14,86,5,4,5,4,18,6,6,6,6,5,29,7,7,7,21,7,5,6,18,1,2,3,5,11,6,3,3,3,15,112,5,1,5,2,2,1,16
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,Private Second Account,,,,2,0,1,0,3,2,0,1,2,5,1,6,7,7,1,27,7,6,4,4,21,6,5,3,3,17,6,4,10,75,5,5,5,4,19,3,3,4,4,3,17,3,5,5,13,4,5,5,14,3,2,2,2,9,4,4,4,3,15,87,4,4,2,3,3,4,20
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,Private Second Account,,,,2,0,1,0,3,4,1,0,2,5,4,5,7,6,4,31,7,7,6,4,24,6,4,2,1,13,6,7,13,81,4,4,4,4,16,4,3,3,3,3,16,3,5,5,13,4,5,4,13,4,5,3,4,16,4,4,6,5,19,93,5,5,5,5,3,5,28
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,Private Second Account,,,,2,0,1,0,3,3,1,0,3,4,2,6,7,6,5,30,7,7,7,7,28,7,5,4,3,19,7,7,14,91,5,2,2,3,12,4,4,4,5,3,20,7,7,7,21,5,3,6,14,5,5,2,5,17,7,1,1,1,10,94,5,5,5,5,2,2,24
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,reading acc,,,,1,0,1,0,3,4,1,0,2,5,6,6,6,4,4,31,7,7,7,5,26,7,4,4,4,19,7,5,12,88,6,6,6,4,22,4,5,5,6,5,25,4,5,4,13,3,5,5,13,3,2,4,2,11,2,5,5,2,14,98,4,3,2,4,2,4,19
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,Reading Account,,,,1,0,1,0,4,4,1,0,1,6,4,2,7,7,1,27,6,7,5,2,20,7,5,4,1,17,5,6,11,75,7,5,7,4,23,4,4,4,7,4,23,7,6,6,19,7,4,5,16,5,5,5,7,22,5,3,1,5,14,117,4,1,4,1,1,1,12
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,sbt (sell buy trade) account,,,,1,0,1,0,3,4,1,0,2,4,3,4,5,6,3,25,6,6,6,5,23,6,4,4,3,17,6,6,12,77,4,4,4,4,16,4,3,5,4,3,19,4,3,3,10,4,4,5,13,3,3,3,4,13,5,2,4,6,17,88,3,2,4,3,3,2,17
2,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,Sports acc,,,,1,0,1,0,3,4,1,0,2,2,1,2,2,4,1,12,7,7,6,6,26,6,5,5,4,20,5,5,10,68,6,6,6,6,24,4,5,6,6,6,27,7,6,6,19,6,5,6,17,3,3,2,5,13,5,5,5,3,18,118,4,2,4,4,2,2,18
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,Study Account,,,,1,0,1,0,4,4,1,1,2,3,3,6,7,7,2,28,7,7,5,4,23,7,3,5,5,20,7,7,14,85,5,3,6,2,16,5,4,5,5,5,24,5,5,5,15,5,5,5,15,3,2,2,4,11,2,1,2,1,6,87,4,2,5,4,1,4,20
1,DKI Jakarta,DKI Jakarta,0,3,Private Second Account,Fake/Spam/Fan Account,study account,,,,1,0,1,0,2,4,1,0,3,7,3,5,7,6,2,30,5,5,6,6,22,6,6,5,5,22,5,6,11,85,5,5,5,4,19,2,3,3,4,4,16,4,4,4,12,5,5,5,15,3,3,2,3,11,2,5,4,4,15,88,4,3,4,4,2,2,19
1,DKI Jakarta,DKI Jakarta,0,2,Alter Account,Fake/Spam/Fan Account,,,,,0,0,1,1,2,4,1,0,2,7,5,5,7,7,5,36,7,7,5,5,24,7,7,7,7,28,7,7,14,102,4,5,5,5,19,5,5,5,2,2,19,4,4,4,12,7,7,6,20,1,1,1,1,4,3,1,2,5,11,85,5,5,5,5,5,5,30
1,DKI Jakarta,DKI Jakarta,0,2,Alter Account,Fake/Spam/Fan Account,,,,,0,0,1,1,4,3,1,0,3,5,3,6,7,6,2,29,6,6,6,6,24,6,6,6,6,24,6,2,8,85,2,6,2,4,14,6,4,4,3,2,19,3,2,2,7,2,6,6,14,2,2,2,2,8,6,2,2,2,12,74,4,4,2,2,1,2,15
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,2,2,0,0,3,6,2,7,7,7,1,30,6,7,7,7,27,7,7,5,6,25,6,7,13,95,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,6,6,6,18,5,3,3,6,17,6,6,6,6,24,143,4,5,5,5,5,4,28
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,1,2,2,1,7,6,5,1,22,1,1,3,1,6,7,5,7,7,26,7,7,14,68,4,5,5,5,19,4,4,4,4,4,20,6,6,6,18,5,4,4,13,6,5,7,7,25,7,7,7,7,28,123,4,2,4,2,1,1,14
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,3,5,5,6,6,6,6,34,6,6,6,6,24,6,6,6,6,24,7,7,14,96,4,3,5,5,17,5,5,5,5,4,24,6,6,6,18,4,5,4,13,3,3,3,3,12,5,3,3,5,16,100,4,4,5,4,5,5,27
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,1,2,2,5,6,7,6,4,30,5,5,4,4,18,5,6,5,5,21,6,7,13,82,2,6,5,4,17,3,2,3,2,5,15,7,7,7,21,5,6,6,17,1,3,1,1,6,3,1,2,1,7,83,4,3,5,4,2,2,20
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,2,2,1,1,7,7,2,20,7,5,5,5,22,7,5,5,7,24,7,6,13,79,7,5,7,4,23,5,4,5,5,5,24,7,7,7,21,5,5,7,17,7,7,5,6,25,6,3,4,5,18,128,3,4,4,3,3,2,19
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,2,4,5,5,6,7,6,33,5,5,5,5,20,6,6,7,5,24,6,7,13,90,6,6,6,5,23,4,5,5,5,5,24,5,6,6,17,4,4,3,11,2,3,3,3,11,3,4,5,4,16,102,4,3,4,3,3,4,21
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,3,1,0,3,5,4,5,6,6,4,30,6,6,5,5,22,7,4,5,5,21,6,7,13,86,5,3,2,4,14,4,4,4,4,4,20,5,6,6,17,4,5,4,13,2,4,2,3,11,2,2,2,2,8,83,4,4,4,5,3,4,24
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,3,6,4,6,7,5,4,32,6,6,7,5,24,7,6,7,6,26,6,7,13,95,4,6,6,6,22,4,4,6,6,4,24,6,4,4,14,5,6,4,15,6,4,5,6,21,5,6,4,5,20,116,3,3,4,4,3,4,21
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,1,2,4,6,4,5,6,6,31,6,6,6,5,23,7,5,5,5,22,6,6,12,88,5,4,4,3,16,4,4,4,3,3,18,4,4,4,12,4,3,4,11,1,1,1,1,4,2,1,3,1,7,68,4,4,4,3,3,4,22
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,0,1,5,1,5,7,1,3,22,6,7,4,1,18,7,2,1,1,11,7,7,14,65,5,6,7,3,21,2,2,4,4,2,14,7,7,7,21,1,5,5,11,5,4,2,2,13,4,2,1,1,8,88,3,1,3,1,1,5,14
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,7,1,7,7,7,1,30,5,4,4,2,15,7,3,1,1,12,7,7,14,71,7,7,7,6,27,6,5,7,7,7,32,3,4,4,11,3,3,4,10,3,7,6,7,23,7,7,7,6,27,130,5,3,5,5,5,5,28
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,0,4,7,1,5,7,7,1,28,7,7,5,5,24,7,4,4,4,19,7,7,14,85,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,5,5,7,17,2,2,3,3,10,4,3,3,3,13,124,5,5,5,5,5,5,30
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,1,3,1,1,3,6,6,6,6,6,6,36,6,6,6,6,24,6,6,4,6,22,6,6,12,94,5,3,5,5,18,5,6,6,5,4,26,7,6,6,19,6,6,6,18,6,6,4,5,21,5,6,5,6,22,124,4,4,4,4,3,4,23
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,3,4,1,0,3,1,1,1,4,4,2,13,6,5,5,3,19,7,1,2,4,14,7,6,13,59,2,2,5,2,11,4,4,2,2,2,14,6,7,7,20,5,5,5,15,2,2,1,3,8,3,5,5,3,16,84,3,2,4,3,2,2,16
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,3,2,1,1,3,6,4,7,7,6,4,34,6,7,6,6,25,7,5,7,7,26,7,7,14,99,7,6,7,3,23,5,6,6,6,4,27,7,7,7,21,7,4,6,17,6,6,2,4,18,2,5,6,4,17,123,3,2,5,2,2,2,16
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,2,1,1,1,4,1,4,7,1,1,18,4,4,4,4,16,7,1,1,1,10,4,5,9,53,7,1,4,1,13,1,1,4,1,1,8,7,7,7,21,7,4,4,15,1,1,1,1,4,1,1,1,1,4,65,3,5,5,5,5,5,28
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,4,7,6,6,7,5,2,33,5,6,6,6,23,7,7,5,3,22,7,7,14,92,7,7,7,5,26,6,6,6,6,3,27,6,6,5,17,6,6,6,18,7,6,3,5,21,5,5,5,3,18,127,4,2,5,2,2,2,17
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,3,5,2,5,7,5,2,26,4,6,6,6,22,6,5,4,6,21,6,6,12,81,6,5,5,4,20,5,4,4,3,3,19,4,5,5,14,4,4,5,13,4,3,3,3,13,3,3,3,3,12,91,3,3,4,4,3,3,20
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,3,2,1,0,3,7,4,7,7,7,7,39,7,7,7,5,26,7,7,7,7,28,7,7,14,107,7,4,7,7,25,7,7,2,5,7,28,7,4,4,15,7,7,7,21,7,7,2,1,17,4,4,4,2,14,120,3,4,5,5,3,5,25
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,2,1,0,4,6,3,5,7,4,3,28,4,5,6,5,20,7,6,6,6,25,7,7,14,87,6,4,5,4,19,6,5,5,5,5,26,6,6,6,18,6,6,6,18,2,2,2,1,7,2,2,2,3,9,97,5,4,5,5,5,2,26
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,0,0,1,5,6,7,7,5,6,36,6,7,6,5,24,7,5,4,3,19,7,7,14,93,4,3,4,4,15,3,4,4,4,3,18,5,6,6,17,6,5,6,17,1,4,3,5,13,3,5,5,3,16,96,2,1,4,5,2,4,18
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,2,1,1,4,3,2,2,2,5,4,18,6,6,3,2,17,6,2,2,2,12,6,4,10,57,7,7,7,4,25,7,7,7,7,6,34,7,7,7,21,2,2,5,9,6,6,7,7,26,6,2,6,6,20,135,4,2,5,4,3,5,23
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,2,1,0,3,5,2,6,7,7,4,31,6,7,7,4,24,5,4,4,5,18,7,7,14,87,4,5,7,6,22,4,4,3,4,4,19,6,4,3,13,6,5,5,16,7,6,4,4,21,3,2,6,4,15,106,1,1,4,4,3,4,17
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,1,3,5,1,6,7,4,1,24,5,7,7,5,24,6,6,5,5,22,7,7,14,84,7,5,5,2,19,3,5,2,5,2,17,5,6,6,17,5,5,6,16,2,2,2,2,8,2,5,7,2,16,93,4,4,5,2,3,4,22
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,1,3,4,3,2,5,5,2,21,4,3,1,1,9,7,3,3,3,16,6,3,9,55,5,3,3,3,14,5,3,3,3,3,17,6,5,6,17,3,4,5,12,1,1,3,2,7,4,3,3,3,13,80,4,3,3,4,3,5,22
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,0,1,4,3,1,4,6,7,1,22,7,6,6,4,23,7,2,1,3,13,7,1,8,66,4,4,5,2,15,2,4,2,3,2,13,5,6,6,17,4,3,5,12,2,1,1,5,9,6,2,1,1,10,76,2,4,2,2,3,3,16
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,2,2,7,7,7,7,2,32,7,7,7,7,28,7,2,1,1,11,7,7,14,85,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,1,4,7,12,1,1,1,1,4,7,5,4,4,20,120,4,2,5,5,5,5,26
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,5,2,3,5,3,1,19,5,5,5,4,19,6,6,6,5,23,7,5,12,73,5,3,5,5,18,6,2,4,6,4,22,6,5,5,16,6,5,5,16,3,2,3,2,10,3,5,4,2,14,96,3,2,4,3,2,4,18
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,4,1,1,2,2,2,4,6,4,3,21,6,6,6,6,24,6,4,4,3,17,6,6,12,74,6,5,5,5,21,5,4,5,3,5,22,5,5,5,15,5,5,5,15,4,4,3,4,15,4,5,5,4,18,106,5,3,4,4,3,3,22
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,2,4,5,1,2,5,6,23,3,5,4,1,13,7,7,7,5,26,7,4,11,73,6,1,3,2,12,4,1,4,2,4,15,7,7,7,21,5,6,5,16,2,2,3,6,13,5,7,4,4,20,97,1,1,5,2,1,2,12
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,0,1,2,3,2,6,7,7,4,29,7,7,7,7,28,7,7,7,7,28,7,7,14,99,6,5,7,7,25,3,1,3,3,7,17,7,7,7,21,7,5,7,19,4,2,2,1,9,7,1,7,1,16,107,5,5,5,5,5,3,28
0,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,2,6,4,7,7,3,29,3,2,1,1,7,7,7,5,7,26,7,5,12,74,6,3,5,2,16,4,5,3,3,1,16,7,7,7,21,4,5,6,15,2,1,1,4,8,4,4,3,2,13,89,4,2,4,5,4,4,23
0,DKI Jakarta,DKI Jakarta,0,1,Private Second Account,Private Second Account,,,,,2,0,0,0,2,4,1,0,1,4,5,6,6,6,4,31,6,2,4,5,17,6,6,3,2,17,6,2,8,73,2,6,4,4,16,5,2,2,2,2,13,7,7,7,21,5,3,5,13,1,1,1,3,6,4,5,2,4,15,84,2,2,4,5,4,3,20
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,2,3,1,0,4,5,2,5,7,6,2,27,6,6,5,2,19,5,3,6,6,20,7,7,14,80,6,5,6,6,23,5,4,5,5,4,23,6,5,5,16,6,5,5,16,2,5,4,5,16,4,2,4,3,13,107,4,4,2,4,3,4,21
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,4,1,1,3,5,5,1,16,7,7,5,5,24,7,2,2,2,13,5,4,9,62,6,5,5,7,23,7,4,5,2,5,23,7,7,7,21,1,2,5,8,3,4,4,4,15,4,5,6,5,20,110,2,2,4,1,1,3,13
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,1,1,2,2,6,7,1,19,5,6,4,4,19,6,5,3,5,19,3,1,4,61,7,6,7,6,26,5,5,6,6,7,29,6,7,7,20,3,5,6,14,5,4,3,5,17,5,7,7,7,26,132,2,3,5,3,1,3,17
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,4,3,1,0,4,2,1,3,6,7,2,21,7,7,7,7,28,7,4,5,7,23,7,7,14,86,7,7,7,7,28,7,7,7,7,7,35,6,7,7,20,5,7,5,17,7,7,7,7,28,7,6,6,6,25,153,5,3,5,4,4,3,24
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,0,2,4,2,3,4,1,6,20,6,6,6,4,22,7,4,2,7,20,7,7,14,76,7,6,6,6,25,7,5,7,7,7,33,7,7,7,21,5,4,3,12,7,6,7,7,27,5,5,6,5,21,139,5,3,5,5,4,5,27
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,2,4,1,0,3,5,6,5,7,7,6,36,7,7,7,7,28,7,7,3,2,19,7,7,14,97,4,5,6,5,20,5,3,4,4,3,19,3,4,4,11,4,4,4,12,4,4,4,4,16,4,4,4,4,16,94,5,4,5,4,4,3,25
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,4,1,0,3,5,6,5,6,4,3,29,7,6,5,5,23,7,5,5,5,22,6,6,12,86,2,2,2,3,9,4,3,2,2,3,14,5,5,5,15,5,6,5,16,4,3,4,4,15,4,5,5,4,18,87,5,3,4,2,2,4,20
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,0,1,1,5,1,2,6,7,1,22,5,6,4,2,17,6,5,1,5,17,6,6,12,68,5,5,6,4,20,5,4,6,5,5,25,7,7,7,21,5,4,6,15,2,2,2,1,7,1,1,1,1,4,92,2,1,2,1,1,1,8
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,1,1,6,1,6,7,6,2,28,7,5,6,5,23,7,4,4,4,19,6,6,12,82,6,6,6,6,24,6,6,6,5,5,28,2,3,3,8,6,5,6,17,5,5,5,5,20,1,4,5,5,15,112,4,4,5,4,4,2,23
1,DKI Jakarta,DKI Jakarta,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,2,3,0,0,2,2,1,5,6,6,1,21,6,5,4,3,18,6,2,3,2,13,6,6,12,64,4,3,4,4,15,4,4,4,4,4,20,4,4,3,11,4,4,5,13,4,5,4,7,20,4,4,4,4,16,95,2,4,4,3,4,4,21
1,DKI Jakarta,DKI Jakarta,0,2,Role Play Account,Fake/Spam/Fan Account,,,,,0,1,1,0,2,3,1,0,3,4,1,6,6,6,2,25,4,5,4,4,17,7,6,6,6,25,6,5,11,78,7,6,6,5,24,4,5,4,4,4,21,4,6,5,15,5,3,5,13,2,1,1,4,8,3,4,5,4,16,97,4,3,4,3,2,1,17
1,DKI Jakarta,DKI Jakarta,1,1,Alter Account,,,,,,0,0,0,1,2,1,0,0,4,2,2,5,5,3,1,18,4,2,5,5,16,7,7,6,5,25,7,6,13,72,6,5,6,4,21,5,3,5,5,5,23,3,2,2,7,7,6,4,17,3,2,1,3,9,4,2,2,3,11,88,4,3,5,3,3,4,22
1,DKI Jakarta,DKI Jakarta,0,1,Alter Account,,,,,,0,0,0,1,3,2,0,1,2,3,2,3,6,3,1,18,5,6,5,3,19,7,7,7,2,23,7,7,14,74,6,7,7,4,24,4,2,1,7,2,16,7,7,7,21,4,3,5,12,2,2,5,7,16,7,7,7,7,28,117,3,3,5,1,2,3,17
1,DKI Jakarta,DKI Jakarta,0,1,Alter Account,,,,,,0,0,0,1,3,3,1,0,3,4,1,4,6,2,1,18,7,7,4,3,21,7,1,3,4,15,5,5,10,64,5,4,3,5,17,5,6,1,1,2,15,7,7,7,21,3,6,5,14,1,5,1,7,14,2,1,2,1,6,87,4,3,3,2,1,1,14
0,DKI Jakarta,DKI Jakarta,1,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,2,1,0,4,5,4,6,7,7,5,34,6,6,6,6,24,7,6,7,6,26,7,7,14,98,6,4,3,4,17,4,5,6,5,6,26,6,6,6,18,6,5,5,16,2,1,1,5,9,6,6,6,5,23,109,4,4,4,3,5,3,23
1,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,1,2,1,0,2,1,2,1,1,6,1,12,7,7,7,7,28,7,2,1,1,11,7,3,10,61,7,4,4,1,16,6,4,7,4,4,25,4,5,5,14,1,4,4,9,5,4,4,3,16,4,4,4,2,14,94,5,3,2,1,1,1,13
0,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,1,1,0,2,1,4,5,7,6,4,27,7,7,7,7,28,7,7,7,7,28,7,7,14,97,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,7,7,7,21,7,7,7,7,28,7,7,7,7,28,161,5,5,5,5,5,5,30
2,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,3,1,0,4,2,2,2,6,5,3,20,6,6,4,4,20,6,5,5,5,21,5,5,10,71,6,6,6,6,24,4,4,4,4,5,21,5,5,5,15,5,3,5,13,1,1,2,2,6,1,2,2,2,7,86,3,2,4,4,3,2,18
2,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,2,1,0,2,4,1,5,6,7,2,25,5,6,4,1,16,5,4,3,2,14,7,5,12,67,6,4,4,6,20,3,5,2,2,3,15,1,2,1,4,1,2,4,7,1,1,2,6,10,3,2,2,1,8,64,2,3,4,2,2,3,16
1,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,3,0,0,3,3,4,4,6,5,2,24,7,7,6,4,24,7,4,6,7,24,7,7,14,86,5,6,7,5,23,7,7,5,7,7,33,7,7,7,21,5,4,6,15,4,7,5,6,22,5,5,7,7,24,138,4,3,5,5,5,3,25
1,DKI Jakarta,DKI Jakarta,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,4,1,0,3,2,5,2,5,4,6,24,7,7,7,2,23,7,7,5,5,24,7,7,14,85,6,3,6,3,18,1,3,1,2,2,9,7,7,7,21,7,7,4,18,4,4,2,5,15,6,1,1,3,11,92,5,5,5,2,3,1,21
